optimizer,scale,n_params,steps,seed,final_train,final_val,final_ppl,avg_last_20,auc,total_time_s,tokens_per_sec,peak_mem_gb
adamw,1M,837888,500,42,2.467369318008423,2.4726580572128296,11.85391339318089,2.4515873908996584,2.87281511592865,1908.537839800003,536.5363885618876,0.01248563826084137
scao,1M,837888,500,42,2.4756436347961426,2.4876387023925783,12.032829456736103,2.463291382789612,2.854243803024292,1238.4176019999431,826.8616324140772,0.026266098022460938
