optimizer,scale,n_params,steps,seed,final_train,final_val,final_ppl,avg_last_20,auc,total_time_s,tokens_per_sec,peak_mem_gb
adamw,1M,837888,200,42,2.6237757205963135,2.680860481262207,14.597648896524271,2.651871347427368,3.267444581985474,701.1919704000466,584.1481609755365,0.01248563826084137
scao,1M,837888,200,42,2.7310643196105957,2.792778310775757,16.32631642946134,2.759758996963501,3.2999178767204285,801.5647062000353,511.0005428529707,0.02490319311618805
