optimizer,scale,n_params,steps,seed,final_train,final_val,final_ppl,avg_last_20,auc,total_time_s,tokens_per_sec,peak_mem_gb
adamw,1M,837888,200,42,2.6237757205963135,2.680860481262207,14.597648896524271,2.651871347427368,3.267444581985474,678.75611940003,603.4568061972774,0.01248563826084137
scao,1M,837888,200,42,2.8400402069091797,2.8947717714309693,18.079374740534156,2.8672812581062317,3.4067545247077944,735.6868678999599,556.7586127630841,0.026266098022460938
