optimizer,scale,n_params,steps,seed,final_train,final_val,final_ppl,avg_last_20,auc,total_time_s,tokens_per_sec,peak_mem_gb
adamw,1M,837888,200,42,2.6237757205963135,2.680860481262207,14.597648896524271,2.651871347427368,3.267444581985474,723.7502501000417,565.9410824982544,0.01248563826084137
scao,1M,837888,200,42,2.732672691345215,2.789298987388611,16.269610601045127,2.7614691615104676,3.3307705092430115,773.1747849000385,529.7637843336497,0.026266098022460938
