optimizer,scale,n_params,steps,seed,final_train,final_val,final_ppl,avg_last_20,auc,total_time_s,tokens_per_sec,peak_mem_gb
adamw,1M,837888,200,42,2.6237757205963135,2.680860481262207,14.597648896524271,2.651871347427368,3.267444581985474,715.6964786000317,572.3096483598961,0.01248563826084137
scao,1M,837888,200,42,2.786994218826294,2.8428884077072145,17.165274312581964,2.814815807342529,3.35724351644516,1063.7291911999928,385.0604114172427,0.02617553621530533
