optimizer,scale,n_params,steps,seed,final_train,final_val,final_ppl,avg_last_20,auc,total_time_s,tokens_per_sec,peak_mem_gb
adamw,1M,837888,500,42,2.467369318008423,2.4726580572128296,11.85391339318089,2.4515873908996584,2.87281511592865,812.2171206999337,1260.7466327692784,0.01248563826084137
scao,1M,837888,500,42,2.5562660694122314,2.5774046182632446,13.162930957876387,2.543643128871918,2.96584121799469,1292.7824406999862,792.0899663871888,0.012485504150390625
